&S1_HEADER
 118 118
 34  'final_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph2' 'real_design_pars.ph2' 'Final Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 35  'virtual_ignition_time~Engine_1:Rocket.RPar.ph2' 'real_design_pars.ph2' 'Ignition Time of Engine_1 of Rocket' 'Second'
 36  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph2' 'real_design_pars.ph2' 'Shut off Time of Engine_1 of Rocket' 'Second'
 37  'payload_scale_factor~Payload.RPar.ph2' 'real_design_pars.ph2' 'Payload Scale Factor of Payload' 'None'
 38  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph2' 'real_design_pars.ph2' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 39  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph2' 'real_design_pars.ph2' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 40  'Bending_Moment_Final~Rocket.FBC.ph2' 'fin_boundary_constr.ph2' 'Bending moment of Rocket Constraint' 'None'
 41  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph2' 'fin_boundary_constr.ph2' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 42  'normalized_time_Auto.ParC.ph2' 'parameter_constr.p2' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 43  'Phase.Initial.RPar.ph3' 'real_design_pars.ph3' 'Initial Independent Variable' 'Second'
 44  'Phase.Duration.RPar.ph3' 'real_design_pars.ph3' 'Duration of Independent Variable' 'Second'
 45  'Phase.Final.RPar.ph3' 'real_design_pars.ph3' 'Final Independent Variable' 'Second'
 46  'YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph3' 'real_design_pars.ph3' 'Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 47  'PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph3' 'real_design_pars.ph3' 'Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 48  'virtual_ignition_time~Engine_1:Rocket.RPar.ph3' 'real_design_pars.ph3' 'Ignition Time of Engine_1 of Rocket' 'Second'
 49  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph3' 'real_design_pars.ph3' 'Shut off Time of Engine_1 of Rocket' 'Second'
 50  'payload_scale_factor~Payload.RPar.ph3' 'real_design_pars.ph3' 'Payload Scale Factor of Payload' 'None'
 51  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph3' 'real_design_pars.ph3' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 52  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph3' 'real_design_pars.ph3' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 53  'Gravity_turn_condition_Final~Rocket.FBC.ph3' 'fin_boundary_constr.ph3' 'Pitch angle gravity-turn condition of Rocket Constraint' 'None'
 54  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph3' 'fin_boundary_constr.ph3' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 55  'normalized_time_Auto.ParC.ph3' 'parameter_constr.p3' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 56  'Phase.Initial.RPar.ph4' 'real_design_pars.ph4' 'Initial Independent Variable' 'Second'
 57  'Phase.Duration.RPar.ph4' 'real_design_pars.ph4' 'Duration of Independent Variable' 'Second'
 58  'Phase.Final.RPar.ph4' 'real_design_pars.ph4' 'Final Independent Variable' 'Second'
 59  'YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph4' 'real_design_pars.ph4' 'Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 60  'virtual_ignition_time~Engine_1:Rocket.RPar.ph4' 'real_design_pars.ph4' 'Ignition Time of Engine_1 of Rocket' 'Second'
 61  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph4' 'real_design_pars.ph4' 'Shut off Time of Engine_1 of Rocket' 'Second'
 62  'payload_scale_factor~Payload.RPar.ph4' 'real_design_pars.ph4' 'Payload Scale Factor of Payload' 'None'
 63  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph4' 'real_design_pars.ph4' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 64  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph4' 'real_design_pars.ph4' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 65  'Dyn_Press_Final~Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'Dynamic pressure of Rocket Constraint' 'None'
 66  'Impacts_IIP_Stage1_Final~Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'splash down without drag of Rocket Constraint' 'None'
 67  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 68  'normalized_time_Auto.ParC.ph4' 'parameter_constr.p4' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 69  'virtual_shut_off_time_Auto~Engine_1:Rocket.ParC.ph4' 'parameter_constr.p4' 'Shut off Time of Engine_1 of Rocket of Rocket Constraint' 'None'
 70  'Phase.Initial.RPar.ph5' 'real_design_pars.ph5' 'Initial Independent Variable' 'Second'
 71  'Phase.Duration.RPar.ph5' 'real_design_pars.ph5' 'Duration of Independent Variable' 'Second'
 72  'Phase.Final.RPar.ph5' 'real_design_pars.ph5' 'Final Independent Variable' 'Second'
 73  'virtual_ignition_time~Engine_2:Rocket.RPar.ph5' 'real_design_pars.ph5' 'Ignition Time of Engine_2 of Rocket' 'Second'
 74  'virtual_shut_off_time~Engine_2:Rocket.RPar.ph5' 'real_design_pars.ph5' 'Shut off Time of Engine_2 of Rocket' 'Second'
 75  'payload_scale_factor~Payload.RPar.ph5' 'real_design_pars.ph5' 'Payload Scale Factor of Payload' 'None'
 76  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph5' 'real_design_pars.ph5' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 77  'Heat_flux_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Heat flux of Rocket Constraint' 'None'
 78  'Heat_flux_path_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Heat flux of Rocket Constraint' 'None'
 79  'Impacts_IIP_Fairing_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'splash down without drag of Rocket Constraint' 'None'
 80  'residual_propellant_Auto~Stage2_LinearDesign:Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Normalized ResidualPropellant Mass of Stage2_LinearDesign of Rocket Constraint' 'None'
 81  'normalized_time_Auto.ParC.ph5' 'parameter_constr.p5' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 82  'virtual_ignition_time_Auto~Engine_2:Rocket.ParC.ph5' 'parameter_constr.p5' 'Ignition Time of Engine_2 of Rocket of Rocket Constraint' 'None'
 83  'Phase.Initial.RPar.ph6' 'real_design_pars.ph6' 'Initial Independent Variable' 'Second'
 84  'Phase.Duration.RPar.ph6' 'real_design_pars.ph6' 'Duration of Independent Variable' 'Second'
 85  'Phase.Final.RPar.ph6' 'real_design_pars.ph6' 'Final Independent Variable' 'Second'
 86  'virtual_ignition_time~Engine_2:Rocket.RPar.ph6' 'real_design_pars.ph6' 'Ignition Time of Engine_2 of Rocket' 'Second'
 87  'virtual_shut_off_time~Engine_2:Rocket.RPar.ph6' 'real_design_pars.ph6' 'Shut off Time of Engine_2 of Rocket' 'Second'
 88  'payload_scale_factor~Payload.RPar.ph6' 'real_design_pars.ph6' 'Payload Scale Factor of Payload' 'None'
 89  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph6' 'real_design_pars.ph6' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 90  'Heat_flux_Final~Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'Heat flux of Rocket Constraint' 'None'
 91  'Impacts_IIP_Stage2_Final~Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'splash down without drag of Rocket Constraint' 'None'
 92  'residual_propellant_Auto~Stage2_LinearDesign:Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'Normalized ResidualPropellant Mass of Stage2_LinearDesign of Rocket Constraint' 'None'
 93  'normalized_time_Auto.ParC.ph6' 'parameter_constr.p6' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 94  'virtual_shut_off_time_Auto~Engine_2:Rocket.ParC.ph6' 'parameter_constr.p6' 'Shut off Time of Engine_2 of Rocket of Rocket Constraint' 'None'
 95  'Phase.Initial.RPar.ph7' 'real_design_pars.ph7' 'Initial Independent Variable' 'Second'
 96  'Phase.Duration.RPar.ph7' 'real_design_pars.ph7' 'Duration of Independent Variable' 'Second'
 97  'Phase.Final.RPar.ph7' 'real_design_pars.ph7' 'Final Independent Variable' 'Second'
 98  'initial_YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Initial Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 99  'final_YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Final Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 100  'initial_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Initial Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 101  'final_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Final Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 102  'payload_scale_factor~Payload.RPar.ph7' 'real_design_pars.ph7' 'Payload Scale Factor of Payload' 'None'
 103  'Stage3_Mass_Fuel_Initial~Rocket.IBC.ph7' 'ini_boundary_constr.ph7' ' of Rocket Constraint' 'None'
 104  'normalized_time_Auto.ParC.ph7' 'parameter_constr.p7' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 105  'Phase.Initial.RPar.ph8' 'real_design_pars.ph8' 'Initial Independent Variable' 'Second'
 106  'Phase.Duration.RPar.ph8' 'real_design_pars.ph8' 'Duration of Independent Variable' 'Second'
 107  'Phase.Final.RPar.ph8' 'real_design_pars.ph8' 'Final Independent Variable' 'Second'
 108  'virtual_ignition_time~Engine_3:Rocket.RPar.ph8' 'real_design_pars.ph8' 'Ignition Time of Engine_3 of Rocket' 'Second'
 109  'virtual_shut_off_time~Engine_3:Rocket.RPar.ph8' 'real_design_pars.ph8' 'Shut off Time of Engine_3 of Rocket' 'Second'
 110  'payload_scale_factor~Payload.RPar.ph8' 'real_design_pars.ph8' 'Payload Scale Factor of Payload' 'None'
 111  'Final_Alt_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Altitude_Equatorial of Rocket Constraint' 'None'
 112  'Final_circular_alt_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Circular Orbit Altitude of Rocket Constraint' 'None'
 113  'Final_inclination_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Orbit Inclination of Rocket Constraint' 'None'
 114  'radial_velocity_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Radial velocity of Rocket Constraint' 'None'
 115  'residual_propellant_Auto~Stage3_BasicVehicleStage:Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Normalized ResidualPropellant Mass of Stage3_BasicVehicleStage of Rocket Constraint' 'None'
 116  'normalized_time_Auto.ParC.ph8' 'parameter_constr.p8' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 117  'virtual_ignition_time_Auto~Engine_3:Rocket.ParC.ph8' 'parameter_constr.p8' 'Ignition Time of Engine_3 of Rocket of Rocket Constraint' 'None'
 118  'virtual_shut_off_time_Auto~Engine_3:Rocket.ParC.ph8' 'parameter_constr.p8' 'Shut off Time of Engine_3 of Rocket of Rocket Constraint' 'None'
&
&INDEX =  0
-1.75173255727248E+01  1.15977962650414E-01  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  2.37730522038471E-01  3.69391818134314E-01  8.00000000000000E+00   0.00000000000000E+00  2.26449096520503E+01  2.26449096624385E+01 -5.97020518667404E-03 -3.81576736659695E-21  1.92301565811456E+02  1.75173255727248E+00  9.82274718650241E-01  7.67924033293680E-01 -1.22776022180915E-04 -1.77021175495895E-09 -5.97788070551970E-03 -5.33988750672066E-09 -3.29912157713873E-08 -3.30331886289059E-08 -3.29503786160893E-04 -5.47570557868728E-11 0.0E+00 -4.39343970288743E-10 -3.81576736659695E-21  2.26449096587706E+01  1.74495973317270E+01  4.00945069980013E+01 -5.97020518659597E-03  1.57079632663959E+00  1.45825523527066E+00 -1.02746121836131E-27  1.92301565811446E+02  1.75173255684054E+00  9.82274718579448E-01  7.67924033325945E-01  5.86400626629535E-01 0.0E+00 -4.06714103027412E-10  4.00945070011038E+01  1.00980114740049E+00  4.11043081535712E+01 -5.97020518445163E-03  1.45825523530693E+00 -4.37351299508863E-21  1.92301565811426E+02  1.75173255641225E+00  9.82274718511504E-01  7.67924033368702E-01 -1.58072669597290E-03 0.0E+00 -2.52107331732639E-09  4.11043081542293E+01  1.51197257647577E+02  1.92301565792683E+02 -5.97020518204914E-03  2.58687633544795E-22  1.92301565811397E+02  1.75173255598454E+00  9.82274718443652E-01  7.67924033411933E-01  9.89261143101628E-01 0.0E+00 -9.53174465566264E-04 -5.99406351597710E-11 -9.68074104443849E-11  1.92301565791891E+02  5.00000365679103E+01  2.42301602351568E+02  1.92301565811590E+02  5.17000000679465E+02  1.75173255523239E+00  7.67924033447734E-01  8.97837246677424E-01  8.97837246677424E-01 0.0E+00 0.0E+00 -1.61438119574888E-10 -1.01909455599950E-10  2.42301602357472E+02  2.74698398322435E+02  5.17000000658779E+02  1.92301565811098E+02  5.17000000679465E+02  1.75173255457488E+00  7.67924033325290E-01  9.96729547957379E-01 0.0E+00 -8.73884337466126E-03 -7.66337034397683E-11 -3.99348061618563E-11  5.17000000771014E+02  5.00000000000000E+00  5.22000000776120E+02 -1.31110214915960E-01 -1.10957011906016E-01  2.07884426269181E-01  2.21673030608841E-01  1.75173255423365E+00 0.0E+00 -8.50945980346296E-10  5.22000000825275E+02  8.81824294426633E+02  1.40382429514057E+03  5.22000000883100E+02  1.40382429479753E+03  1.75173255414625E+00 -9.89471103371666E-03 -1.15977962650414E-01 -9.06665900812418E-03 -9.76151481378940E-03 -1.43628411424016E-02 -1.26114484488921E-10 -1.10564036188242E-10 -2.44188274067868E-10
&INDEX =  1
-1.74616683710642E+01  3.60754668424864E-02  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  1.17068278168982E-01  3.69403695227597E-01  6.00000000000000E+00   0.00000000000000E+00  2.26029559695830E+01  2.26029559728361E+01 -1.43629470309418E-02 -9.89848736554609E-22  1.92207014506552E+02  1.74616683710642E+00  9.81866936981320E-01  7.67498645123306E-01 -2.90696043521166E-05 -4.42642034137464E-10 -1.55072239682880E-03 -1.43274060757786E-09 -9.71397013402745E-09 -8.56920223668567E-09 -8.53673211685037E-05 -1.89362468533912E-11 0.0E+00 -1.37825769572722E-10 -9.89848736554609E-22  2.26029559718914E+01  1.74090897382835E+01  4.00120457126753E+01 -1.43629470309216E-02  1.57079632675461E+00  1.45751356916644E+00 -2.66286941430510E-28  1.92207014506550E+02  1.74616683699575E+00  9.81866936962955E-01  7.67498645131676E-01  5.81279131928182E-01 0.0E+00 -1.35819954326106E-10  4.00120457134737E+01  1.00928037766729E+00  4.10213260925287E+01 -1.43629470303653E-02  1.45751356916822E+00 -1.13453360657719E-21  1.92207014507487E+02  1.74616683693357E+00  9.81866936945330E-01  7.67498645142768E-01 -4.31981339957795E-04 0.0E+00 -6.90642600853569E-10  4.10213260926981E+01  1.51185688411864E+02  1.92207014500306E+02 -1.43629470297421E-02  6.71061944506802E-23  1.92207014507479E+02  1.74616683677641E+00  9.81866936927728E-01  7.67498645153982E-01  9.87571350180123E-01 0.0E+00 -2.47263069388056E-04 -2.79685089117490E-11 -3.71276728227633E-11  1.92207014500100E+02  5.00000000000000E+01  2.42207014498309E+02  1.92207014507529E+02  5.16999999947175E+02  1.74616683658369E+00  7.67498645163270E-01  8.83720705670716E-01  8.83720705670716E-01 0.0E+00 0.0E+00 -3.51303474328198E-11 -3.84469100711571E-11  2.42207014499090E+02  2.74792985447769E+02  5.16999999941809E+02  1.92207014506459E+02  5.16999999947175E+02  1.74616683641521E+00  7.67498645131506E-01  9.96120096513682E-01 0.0E+00 -2.26694443629138E-03 -1.83111365585776E-11 -1.03593290113915E-11  5.16999999970924E+02  5.00000000000000E+00  5.21999999972248E+02 -1.04979137695642E-01 -1.12932668030859E-01  2.08146280160702E-01  2.13611497887246E-01  1.74616683632777E+00 0.0E+00 -2.20741943242804E-10  5.21999999985000E+02  8.82779568091954E+02  1.40477956803666E+03  5.22000000000000E+02  1.40477956792261E+03  1.74616683630538E+00 -2.82546232568459E-03 -3.60754668424864E-02 -2.39854123805364E-03 -2.75008272397861E-03 -3.72586650579070E-03 -4.55927175300371E-11 -2.86812545253750E-11 -8.11260944467048E-11
&INDEX =  2
-1.74420699880298E+01  5.65621633833638E-03  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  4.86752817251155E-02  3.86236168618450E-01  6.00000000000000E+00   0.00000000000000E+00  2.25930911578973E+01  2.25930911584788E+01 -3.23316538504700E-02 -1.36022157997295E-22  1.92179101383477E+02  1.74420699880298E+00  9.81747041885859E-01  7.67368584615251E-01 -3.99472191929817E-06 -6.08266215174069E-11 -2.13095941221346E-04 -1.99074788263516E-10 -2.70657704237666E-09 -1.52169832290383E-10 -1.17210015195621E-05 -4.88913302548764E-12 0.0E+00 -2.46481452821330E-11 -1.36022157997295E-22  2.25930911583506E+01  1.73857784521869E+01  3.99788696112049E+01 -3.23316538504673E-02  1.57079632678936E+00  1.45695674015272E+00  1.08685994206342E-28  1.92179101383476E+02  1.74420699878825E+00  9.81747041883336E-01  7.67368584616401E-01  5.78433668329568E-01 0.0E+00 -3.63041627524870E-11  3.99788696113121E+01  1.00733831343861E+00  4.09862079245703E+01 -3.23316538503908E-02  1.45695674015295E+00 -1.55904304214191E-22  1.92179101383605E+02  1.74420699878019E+00  9.81747041880914E-01  7.67368584617926E-01 -1.46977678475972E-04 0.0E+00 -8.98723124380538E-11  4.09862079245930E+01  1.51192893458829E+02  1.92179101382210E+02 -3.23316538503052E-02  9.22169138169816E-24  1.92179101383604E+02  1.74420699875907E+00  9.81747041878495E-01  7.67368584619467E-01  9.85894356513284E-01 0.0E+00 -3.39781675101176E-05 -7.96125145656246E-12 -7.21639357403216E-12  1.92179101382182E+02  5.00000000000000E+01  2.42179101381980E+02  1.92179101383611E+02  5.17000000787854E+02  1.74420699871668E+00  7.67368584620743E-01  8.67918759365304E-01  8.67918759365304E-01 0.0E+00 0.0E+00 -3.96454982133126E-12 -7.39691743619836E-12  2.42179101381866E+02  2.74820899406522E+02  5.17000000787117E+02  1.92179101383464E+02  5.17000000787854E+02  1.74420699871101E+00  7.67368584616378E-01  9.96011769435693E-01 0.0E+00 -3.11517193945492E-04 -4.60668841458211E-12 -1.42371914127315E-12  5.17000000791118E+02  5.00000000000000E+00  5.22000000791300E+02 -9.87491340897255E-02 -8.04243307909835E-02  2.08078041242920E-01  2.14082290863918E-01  1.74420699869938E+00 0.0E+00 -3.03354378653845E-11  5.22000000793052E+02  8.83068195598596E+02  1.40506819638289E+03  5.22000000795114E+02  1.40506819636285E+03  1.74420699869640E+00 -3.96949329526914E-04 -5.65621633833638E-03 -2.95768479624712E-04 -4.83147163286617E-04 -5.11998197364868E-04 -9.90683788291398E-12 -3.94143353430703E-12 -1.42551205289399E-11
&INDEX =  3
-1.74314684989752E+01  5.20876079471703E-04  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  3.51387816952712E-02  3.46710656796439E-01  2.00000000000000E+00   0.00000000000000E+00  2.25909514954997E+01  2.25909514955810E+01 -5.04783088424063E-02 -6.84183712347819E-24  1.92176483842199E+02  1.74314684989752E+00  9.81737025761623E-01  7.67345138508578E-01 -3.27965244650841E-07 -3.43849948514219E-12 -1.07188675402249E-05 -9.59686610778679E-12 -1.88430892657715E-10 -6.13908923696727E-12 -5.89344361595129E-07 -3.33711723449692E-13 0.0E+00 -3.44670107868342E-12 -6.84183712347819E-24  2.25909514955749E+01  1.73826365481256E+01  3.99735880437778E+01 -5.04783088424061E-02  1.57079632679462E+00  1.45662853435344E+00  5.47215720922869E-30  1.92176483842199E+02  1.74314684989704E+00  9.81737025761496E-01  7.67345138508636E-01  5.78524967146612E-01 0.0E+00 -4.20118679644134E-12  3.99735880437827E+01  1.00087962754481E+00  4.09744676711635E+01 -5.04783088424023E-02  1.45662853435344E+00 -7.84208909057612E-24  1.92176483842205E+02  1.74314684989689E+00  9.81737025761375E-01  7.67345138508713E-01 -9.55153306677524E-05 0.0E+00 -8.19932105204091E-11  4.09744676713013E+01  1.51202016171191E+02  1.92176483842097E+02 -5.04783088423980E-02  4.63857182210732E-25  1.92176483842205E+02  1.74314684989609E+00  9.81737025761253E-01  7.67345138508790E-01  9.84709448403745E-01 0.0E+00 -1.70907256469710E-06 -2.59788162826337E-12 -5.61588360747516E-13  1.92176483842095E+02  5.00000000000007E+01  2.42176483842069E+02  1.92176483842206E+02  5.16999999999641E+02  1.74314684989441E+00  7.67345138508854E-01  8.56609133648927E-01  8.56609133648927E-01 0.0E+00 0.0E+00 -5.24687047622059E-13 -5.70416053083085E-13  2.42176483842084E+02  2.74823516157627E+02  5.16999999999603E+02  1.92176483842198E+02  5.16999999999641E+02  1.74314684989452E+00  7.67345138508635E-01  9.95776428474697E-01 0.0E+00 -1.56695183767123E-05 -3.91357683784242E-13 -7.17675597200712E-14  5.16999999999805E+02  5.00000000000000E+00  5.21999999999814E+02 -8.44916927457574E-02 -7.41933608905862E-02  2.08151429023637E-01  2.17415470970618E-01  1.74314684988508E+00 0.0E+00 -1.53477230924182E-12  5.21999999999902E+02  8.83111863689627E+02  1.40511186368837E+03  5.22000000000005E+02  1.40511186368622E+03  1.74314684989405E+00 -2.37802591792143E-05 -4.17411691134068E-04 -2.95988786258579E-06 -5.36733145988819E-05 -2.57538419019974E-05 -1.31494853794810E-12 -1.98028124597345E-13 -1.52405860898661E-12
&INDEX =  4
