&S1_HEADER
 118 118
 34  'final_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph2' 'real_design_pars.ph2' 'Final Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 35  'virtual_ignition_time~Engine_1:Rocket.RPar.ph2' 'real_design_pars.ph2' 'Ignition Time of Engine_1 of Rocket' 'Second'
 36  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph2' 'real_design_pars.ph2' 'Shut off Time of Engine_1 of Rocket' 'Second'
 37  'payload_scale_factor~Payload.RPar.ph2' 'real_design_pars.ph2' 'Payload Scale Factor of Payload' 'None'
 38  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph2' 'real_design_pars.ph2' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 39  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph2' 'real_design_pars.ph2' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 40  'Bending_Moment_Final~Rocket.FBC.ph2' 'fin_boundary_constr.ph2' 'Bending moment of Rocket Constraint' 'None'
 41  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph2' 'fin_boundary_constr.ph2' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 42  'normalized_time_Auto.ParC.ph2' 'parameter_constr.p2' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 43  'Phase.Initial.RPar.ph3' 'real_design_pars.ph3' 'Initial Independent Variable' 'Second'
 44  'Phase.Duration.RPar.ph3' 'real_design_pars.ph3' 'Duration of Independent Variable' 'Second'
 45  'Phase.Final.RPar.ph3' 'real_design_pars.ph3' 'Final Independent Variable' 'Second'
 46  'YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph3' 'real_design_pars.ph3' 'Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 47  'PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph3' 'real_design_pars.ph3' 'Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 48  'virtual_ignition_time~Engine_1:Rocket.RPar.ph3' 'real_design_pars.ph3' 'Ignition Time of Engine_1 of Rocket' 'Second'
 49  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph3' 'real_design_pars.ph3' 'Shut off Time of Engine_1 of Rocket' 'Second'
 50  'payload_scale_factor~Payload.RPar.ph3' 'real_design_pars.ph3' 'Payload Scale Factor of Payload' 'None'
 51  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph3' 'real_design_pars.ph3' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 52  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph3' 'real_design_pars.ph3' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 53  'Gravity_turn_condition_Final~Rocket.FBC.ph3' 'fin_boundary_constr.ph3' 'Pitch angle gravity-turn condition of Rocket Constraint' 'None'
 54  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph3' 'fin_boundary_constr.ph3' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 55  'normalized_time_Auto.ParC.ph3' 'parameter_constr.p3' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 56  'Phase.Initial.RPar.ph4' 'real_design_pars.ph4' 'Initial Independent Variable' 'Second'
 57  'Phase.Duration.RPar.ph4' 'real_design_pars.ph4' 'Duration of Independent Variable' 'Second'
 58  'Phase.Final.RPar.ph4' 'real_design_pars.ph4' 'Final Independent Variable' 'Second'
 59  'YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph4' 'real_design_pars.ph4' 'Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 60  'virtual_ignition_time~Engine_1:Rocket.RPar.ph4' 'real_design_pars.ph4' 'Ignition Time of Engine_1 of Rocket' 'Second'
 61  'virtual_shut_off_time~Engine_1:Rocket.RPar.ph4' 'real_design_pars.ph4' 'Shut off Time of Engine_1 of Rocket' 'Second'
 62  'payload_scale_factor~Payload.RPar.ph4' 'real_design_pars.ph4' 'Payload Scale Factor of Payload' 'None'
 63  'tank_sizing_factor~Stage1_LinearDesign.RPar.ph4' 'real_design_pars.ph4' 'Tank Sizing Factor of Stage1_LinearDesign' 'None'
 64  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph4' 'real_design_pars.ph4' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 65  'Dyn_Press_Final~Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'Dynamic pressure of Rocket Constraint' 'None'
 66  'Impacts_IIP_Stage1_Final~Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'splash down without drag of Rocket Constraint' 'None'
 67  'residual_propellant_Auto~Stage1_LinearDesign:Rocket.FBC.ph4' 'fin_boundary_constr.ph4' 'Normalized ResidualPropellant Mass of Stage1_LinearDesign of Rocket Constraint' 'None'
 68  'normalized_time_Auto.ParC.ph4' 'parameter_constr.p4' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 69  'virtual_shut_off_time_Auto~Engine_1:Rocket.ParC.ph4' 'parameter_constr.p4' 'Shut off Time of Engine_1 of Rocket of Rocket Constraint' 'None'
 70  'Phase.Initial.RPar.ph5' 'real_design_pars.ph5' 'Initial Independent Variable' 'Second'
 71  'Phase.Duration.RPar.ph5' 'real_design_pars.ph5' 'Duration of Independent Variable' 'Second'
 72  'Phase.Final.RPar.ph5' 'real_design_pars.ph5' 'Final Independent Variable' 'Second'
 73  'virtual_ignition_time~Engine_2:Rocket.RPar.ph5' 'real_design_pars.ph5' 'Ignition Time of Engine_2 of Rocket' 'Second'
 74  'virtual_shut_off_time~Engine_2:Rocket.RPar.ph5' 'real_design_pars.ph5' 'Shut off Time of Engine_2 of Rocket' 'Second'
 75  'payload_scale_factor~Payload.RPar.ph5' 'real_design_pars.ph5' 'Payload Scale Factor of Payload' 'None'
 76  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph5' 'real_design_pars.ph5' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 77  'Heat_flux_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Heat flux of Rocket Constraint' 'None'
 78  'Heat_flux_path_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Heat flux of Rocket Constraint' 'None'
 79  'Impacts_IIP_Fairing_Final~Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'splash down without drag of Rocket Constraint' 'None'
 80  'residual_propellant_Auto~Stage2_LinearDesign:Rocket.FBC.ph5' 'fin_boundary_constr.ph5' 'Normalized ResidualPropellant Mass of Stage2_LinearDesign of Rocket Constraint' 'None'
 81  'normalized_time_Auto.ParC.ph5' 'parameter_constr.p5' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 82  'virtual_ignition_time_Auto~Engine_2:Rocket.ParC.ph5' 'parameter_constr.p5' 'Ignition Time of Engine_2 of Rocket of Rocket Constraint' 'None'
 83  'Phase.Initial.RPar.ph6' 'real_design_pars.ph6' 'Initial Independent Variable' 'Second'
 84  'Phase.Duration.RPar.ph6' 'real_design_pars.ph6' 'Duration of Independent Variable' 'Second'
 85  'Phase.Final.RPar.ph6' 'real_design_pars.ph6' 'Final Independent Variable' 'Second'
 86  'virtual_ignition_time~Engine_2:Rocket.RPar.ph6' 'real_design_pars.ph6' 'Ignition Time of Engine_2 of Rocket' 'Second'
 87  'virtual_shut_off_time~Engine_2:Rocket.RPar.ph6' 'real_design_pars.ph6' 'Shut off Time of Engine_2 of Rocket' 'Second'
 88  'payload_scale_factor~Payload.RPar.ph6' 'real_design_pars.ph6' 'Payload Scale Factor of Payload' 'None'
 89  'tank_sizing_factor~Stage2_LinearDesign.RPar.ph6' 'real_design_pars.ph6' 'Tank Sizing Factor of Stage2_LinearDesign' 'None'
 90  'Heat_flux_Final~Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'Heat flux of Rocket Constraint' 'None'
 91  'Impacts_IIP_Stage2_Final~Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'splash down without drag of Rocket Constraint' 'None'
 92  'residual_propellant_Auto~Stage2_LinearDesign:Rocket.FBC.ph6' 'fin_boundary_constr.ph6' 'Normalized ResidualPropellant Mass of Stage2_LinearDesign of Rocket Constraint' 'None'
 93  'normalized_time_Auto.ParC.ph6' 'parameter_constr.p6' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 94  'virtual_shut_off_time_Auto~Engine_2:Rocket.ParC.ph6' 'parameter_constr.p6' 'Shut off Time of Engine_2 of Rocket of Rocket Constraint' 'None'
 95  'Phase.Initial.RPar.ph7' 'real_design_pars.ph7' 'Initial Independent Variable' 'Second'
 96  'Phase.Duration.RPar.ph7' 'real_design_pars.ph7' 'Duration of Independent Variable' 'Second'
 97  'Phase.Final.RPar.ph7' 'real_design_pars.ph7' 'Final Independent Variable' 'Second'
 98  'initial_YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Initial Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 99  'final_YAW~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Final Yaw Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 100  'initial_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Initial Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 101  'final_PITCH~Rocket#L~Rocket:Earth@Rocket.RPar.ph7' 'real_design_pars.ph7' 'Final Pitch Angle of Rocket in L~Rocket:Earth at Rocket' 'Radian'
 102  'payload_scale_factor~Payload.RPar.ph7' 'real_design_pars.ph7' 'Payload Scale Factor of Payload' 'None'
 103  'Stage3_Mass_Fuel_Initial~Rocket.IBC.ph7' 'ini_boundary_constr.ph7' ' of Rocket Constraint' 'None'
 104  'normalized_time_Auto.ParC.ph7' 'parameter_constr.p7' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 105  'Phase.Initial.RPar.ph8' 'real_design_pars.ph8' 'Initial Independent Variable' 'Second'
 106  'Phase.Duration.RPar.ph8' 'real_design_pars.ph8' 'Duration of Independent Variable' 'Second'
 107  'Phase.Final.RPar.ph8' 'real_design_pars.ph8' 'Final Independent Variable' 'Second'
 108  'virtual_ignition_time~Engine_3:Rocket.RPar.ph8' 'real_design_pars.ph8' 'Ignition Time of Engine_3 of Rocket' 'Second'
 109  'virtual_shut_off_time~Engine_3:Rocket.RPar.ph8' 'real_design_pars.ph8' 'Shut off Time of Engine_3 of Rocket' 'Second'
 110  'payload_scale_factor~Payload.RPar.ph8' 'real_design_pars.ph8' 'Payload Scale Factor of Payload' 'None'
 111  'Final_Alt_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Altitude_Equatorial of Rocket Constraint' 'None'
 112  'Final_circular_alt_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Circular Orbit Altitude of Rocket Constraint' 'None'
 113  'Final_inclination_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Orbit Inclination of Rocket Constraint' 'None'
 114  'radial_velocity_Final~Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Radial velocity of Rocket Constraint' 'None'
 115  'residual_propellant_Auto~Stage3_BasicVehicleStage:Rocket.FBC.ph8' 'fin_boundary_constr.ph8' 'Normalized ResidualPropellant Mass of Stage3_BasicVehicleStage of Rocket Constraint' 'None'
 116  'normalized_time_Auto.ParC.ph8' 'parameter_constr.p8' 'Normalized Independent Variable Constraint of  Constraint' 'None'
 117  'virtual_ignition_time_Auto~Engine_3:Rocket.ParC.ph8' 'parameter_constr.p8' 'Ignition Time of Engine_3 of Rocket of Rocket Constraint' 'None'
 118  'virtual_shut_off_time_Auto~Engine_3:Rocket.ParC.ph8' 'parameter_constr.p8' 'Shut off Time of Engine_3 of Rocket of Rocket Constraint' 'None'
&
&INDEX =  0
-2.00000000000000E+01  5.06602708757908E+00  0.00000000000000E+00  0.00000000000000E+00  0.00000000000000E+00  1.10797185224797E+00  2.41984676215640E+00  9.00000000000000E+00   0.00000000000000E+00  2.40000000000000E+01  2.40000000000000E+01  0.00000000000000E+00  0.00000000000000E+00  1.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  1.00000000000000E+00 -1.00593902170658E-03 -1.13179092764426E-07 -3.85315439771300E-01 -8.01667217852076E-15 -7.12840871671273E-14 -1.70530256582424E-13 -1.99556685744627E-02 -0.00000000000000E+00 0.0E+00 -0.00000000000000E+00 -0.00000000000000E+00  2.40000000000000E+01  2.50000000000000E+01  4.90000000000000E+01  0.00000000000000E+00  1.57079632679490E+00  1.50098315671512E+00  0.00000000000000E+00  1.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  1.00000000000000E+00  4.82803641097003E-01 0.0E+00 -2.73285667600039E-16  4.90000000000000E+01  1.00000000000000E+00  5.00000000000000E+01  0.00000000000000E+00  1.50098315671512E+00  0.00000000000000E+00  1.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  1.00000000000000E+00 -6.43195229034256E-02 0.0E+00 -3.55271367880050E-15  5.00000000000000E+01  1.47000000000000E+02  1.97000000000000E+02  0.00000000000000E+00  0.00000000000000E+00  1.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  1.00000000000000E+00  9.99469693654789E-01 0.0E+00 -6.14181711686371E-02 -1.92038577232460E-16 -0.00000000000000E+00  1.97000000000000E+02  5.00000000000000E+01  2.47000000000000E+02  1.97000000000000E+02  5.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  9.97143438460888E-01  9.97143438460888E-01 0.0E+00 0.0E+00 -5.57288420204000E-16 -0.00000000000000E+00  2.47000000000000E+02  3.50000000000000E+02  5.97000000000000E+02  1.97000000000000E+02  5.97000000000000E+02  2.00000000000000E+00  1.00000000000000E+00  9.99113776710780E-01 0.0E+00 -5.63091305984179E-01 -0.00000000000000E+00 -0.00000000000000E+00  5.97000000000000E+02  5.00000000000000E+00  6.02000000000000E+02  0.00000000000000E+00  0.00000000000000E+00  3.49065850398866E-01  3.01767427669820E-01  2.00000000000000E+00 0.0E+00 -0.00000000000000E+00  6.02000000000000E+02  8.00000000000000E+02  1.40200000000000E+03  6.02000000000000E+02  1.40200000000000E+03  2.00000000000000E+00 -6.89439864100815E-01 -5.06602708757908E+00 -3.01268246857818E-01 -5.62805090061038E-01 -9.25476184440550E-01 -0.00000000000000E+00 -0.00000000000000E+00 -0.00000000000000E+00
&INDEX =  1
-2.57227576904199E+01  4.28609351192432E+00  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  2.71559806741547E+01  2.41984693399267E+00  6.00000000000000E+00   0.00000000000000E+00  2.53570212179256E+01  2.53570211986029E+01 -6.03056259471580E-03  9.49447974757413E-33  1.97098939294027E+02  2.57227576904199E+00  1.00146977629291E+00  8.83467838738799E-01 -8.08991352096200E-04 -9.53179075946498E-08 -3.24504591781200E-01 -2.43635326817256E-09 -2.01974777012530E-08 -4.66396272713610E-08 -1.67876119950382E-02 -2.17679265284316E-11 0.0E+00 -7.33116306934216E-10 -9.49447974757413E-33  2.53570211986029E+01  1.95251676428945E+01  4.48821888981776E+01 -6.03056259471580E-03  1.57079632679490E+00  1.47254878891847E+00 -1.70985340990617E-33  1.97098939294027E+02  2.57227576904199E+00  1.00146977629291E+00  8.83467838738799E-01  8.60664045890760E-01 0.0E+00 -2.76150256620658E-09  4.48821888981776E+01  9.55849463179548E-01  4.58380383906437E+01 -6.03056259471580E-03  1.47254878891847E+00  5.70630222255967E-33  1.97098939294027E+02  2.57227576904199E+00  1.00146977629291E+00  8.83467838738799E-01 -6.86286419701923E-02 0.0E+00 -1.49738274063200E-08  4.58380383906437E+01  1.51260901035424E+02  1.97098939295487E+02 -6.03056259471580E-03 -1.09270924540247E-32  1.97098939294027E+02  2.57227576904199E+00  1.00146977629291E+00  8.83467838738799E-01  9.97080120506675E-01 0.0E+00 -5.17261819978357E-02 -8.57610393665094E-10 -7.37074567622806E-12  1.97098939295487E+02  5.00000000000000E+01  2.47098939295047E+02  1.97098939294027E+02  5.51209513755732E+02  2.57227576904199E+00  8.83467838738799E-01  9.66860045243950E-01  9.66860045243950E-01 0.0E+00 0.0E+00 -8.63351220580037E-12 -7.37074567622806E-12  2.47098939295047E+02  3.04110573272775E+02  5.51209513077685E+02  1.97098939294027E+02  5.51209513755732E+02  2.57227576904199E+00  8.83467838738799E-01  9.99091847120049E-01 0.0E+00 -4.74233572752206E-01 -1.67107898363933E-09 -1.22787966354878E-09  5.51209513077685E+02  5.00000000000000E+00  5.56209513245655E+02  7.18272980661382E-03 -4.65055843522067E-02  1.09651692260850E-01  2.68538688435475E-01  2.57227576904199E+00 0.0E+00 -2.79949858850159E-08  5.56209513245655E+02  8.13115701897877E+02  1.36932521486230E+03  5.56209513923711E+02  1.36932521534660E+03  2.57227576904199E+00 -6.17089240362230E-01 -4.28609351192432E+00 -2.58547645313945E-01 -4.39244859602384E-01 -7.79432879307789E-01 -3.45449387618993E-10 -1.21687848289637E-09 -3.53419600217686E-10
&INDEX =  2
-3.04061483987312E+01  2.83949482641250E+00  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  3.01388669322963E+02  2.44593379621870E+00  2.90000000000000E+01   0.00000000000000E+00  2.43665313003682E+01  2.43665313029487E+01 -5.04645135043999E-03  6.85280156388777E-23  1.95341715785772E+02  3.04061483987312E+00  9.94469477417792E-01  7.89986934312100E-01 -2.17869876883924E-02 -6.03502151030888E-08 -2.05732251280108E-01 -2.27238354678629E-09 -3.54779780648432E-08 -6.24051494924061E-08 -1.05769425778007E-02 -4.39889784878477E-09 0.0E+00 -1.01727947283429E-10 -6.85280156388777E-23  2.43665315004395E+01  1.90872901774482E+01  4.34538217308374E+01 -5.04645135029799E-03  1.57079631516042E+00  1.46811451612587E+00 -1.70984491654117E-33  1.95341715785532E+02  3.04061482468380E+00  9.94469475572330E-01  7.89986943582626E-01  7.97358735441042E-01 0.0E+00 -2.63597837063443E-09  4.34538225533006E+01  9.18130239639627E-01  4.43719527929226E+01 -5.04645134459599E-03  1.46811451523668E+00  6.85280156344816E-23  1.95341715785053E+02  3.04061480964790E+00  9.94469473806056E-01  7.89986953033235E-01 -4.34649363653967E-02 0.0E+00 -9.21457270563295E-12  4.43719536403006E+01  1.50969762201634E+02  1.95341715741017E+02 -5.04645133821175E-03 -1.09159798511495E-32  1.95341715784333E+02  3.04061479468025E+00  9.94469472042681E-01  7.89986962484416E-01  9.97540118354964E-01 0.0E+00 -3.27970353060770E-02 -6.64058934799876E-10 -2.20614462274784E-10  1.95341717969319E+02  5.14301470871742E+01  2.46771865040913E+02  1.95341718012393E+02  5.16999984765931E+02  3.04061476805632E+00  7.89986973034762E-01  9.69399824271815E-01  9.69399824271815E-01 0.0E+00 0.0E+00 -2.97167572299806E-10 -2.19378819611559E-10  2.46771866339755E+02  2.70228116684019E+02  5.16999983360255E+02  1.95341718013592E+02  5.16999984751922E+02  3.04061474435076E+00  7.89986971909716E-01  9.98901799996516E-01 0.0E+00 -3.00688113958457E-01 -1.24058400839335E-09 -2.68661605074922E-09  5.16999991665565E+02  5.00000000000000E+00  5.21999992364014E+02 -2.19210099464928E-01 -3.98143440447628E-02  2.49170204841587E-01  2.59571784822827E-01  3.04061473212726E+00 0.0E+00 -1.16408273242996E-07  5.21999996196810E+02  8.38731602945058E+02  1.36073159840644E+03  5.22000000000004E+02  1.36073159884313E+03  3.04061472936147E+00 -4.26930958937923E-01 -2.83949482641250E+00 -1.73717777567201E-01 -2.42129749664985E-01 -4.94199953927147E-01 -8.75787176713190E-10 -7.27188102661500E-09 -3.20683616355791E-10
&INDEX =  3
-2.66290883144313E+01  1.59780130654184E+00  9.99999999999900E-01  0.00000000000000E+00  0.00000000000000E+00  5.70106780665003E+00  1.92247848622473E+00  1.00000000000000E+01   0.00000000000000E+00  2.34702204806375E+01  2.34702204946911E+01 -1.03171542615383E-02  3.66842308686886E-23  1.93353706586847E+02  2.66290883144313E+00  9.85935481000734E-01  8.01718961582486E-01 -2.28616802953184E-02 -3.56433858816896E-08 -1.10124071103381E-01 -5.28819396193765E-09 -1.59806213726956E-08 -1.77765684838960E-07 -5.61758494647942E-03 -5.91785641176741E-09 0.0E+00 -5.74310519085351E-10 -3.66842308686886E-23  2.34702206367774E+01  1.83306710673343E+01  4.18008917344392E+01 -1.03171542616859E-02  1.57079632015465E+00  1.46074079330732E+00 -1.70984491653972E-33  1.93353706586637E+02  2.66290880590361E+00  9.85935477128345E-01  8.01718969157505E-01  7.09303189774102E-01 0.0E+00 -1.56887811367168E-09  4.18008923240452E+01  8.80734098230585E-01  4.26816264338854E+01 -1.03171542735118E-02  1.46074079318772E+00  3.66842308637991E-23  1.93353706605555E+02  2.66290878056412E+00  9.85935473416740E-01  8.01718977242141E-01 -2.33651161825022E-02 0.0E+00 -6.17293807618314E-09  4.26816270216065E+01  1.50672079517161E+02  1.93353706532849E+02 -1.03171542863577E-02 -1.09159798492460E-32  1.93353706585588E+02  2.66290875525223E+00  9.85935469712410E-01  8.01718985347366E-01  9.91489392532133E-01 0.0E+00 -1.75568270261169E-02 -3.90206149916451E-11 -2.71357000052971E-10  1.93353707639007E+02  5.31725479647697E+01  2.46526255582681E+02  1.93353707691538E+02  5.25969805127553E+02  2.66290871022788E+00  8.01718995021118E-01  9.37416741052633E-01  9.37416741052633E-01 0.0E+00 0.0E+00 -3.89405799109440E-10 -2.70285666009591E-10  2.46526256497960E+02  2.79443548073009E+02  5.25969804621676E+02  1.93353707692587E+02  5.25969805121156E+02  2.66290867049388E+00  8.01718992721678E-01  9.98231741290873E-01 0.0E+00 -1.60963523181322E-01 -1.80808187680455E-10 -9.47833429652651E-10  5.25969809084257E+02  5.00000000000000E+00  5.30969809284279E+02 -6.75055728286660E-02 -5.14770800779212E-02  2.77631360673512E-01  2.64293527416500E-01  2.66290865113820E+00 0.0E+00 -3.33369977549106E-08  5.30969811104673E+02  8.59355420066720E+02  1.39032523036692E+03  5.30969813166325E+02  1.39032523047955E+03  2.66290864703550E+00 -2.66136839481988E-01 -1.59780130654184E+00 -1.00749825304717E-01 -9.13729731055387E-02 -2.64553747170958E-01 -9.35043276031315E-10 -3.87550717871208E-09 -8.09458811940142E-11
&INDEX =  4
